timestamp,robot_id,x,y,z
0.0,0,-4.972216067926604,-2.515093833805713,0.0
0.0,1,-4.072461839861174,-2.46658230174933,0.0
0.0,2,-2.983323536621369,-2.5755335780654116,0.0
0.0,3,-1.9782785580531979,-2.498167102124164,0.0
0.0,4,-0.975005462070244,-2.5912349062813553,0.0
0.0,5,-0.09727035533598333,-2.4836630731976532,0.0
0.0,6,1.0349045342198167,-2.578615483200993,0.0
0.0,7,2.0259413525074,-2.4709885548528203,0.0
0.0,8,2.9788421087653503,-2.493026644407103,0.0
0.0,9,3.999999893568171,-2.4462575233779296,0.0
0.0,10,-5.004058147905514,-1.5050273246858772,0.0
0.0,11,-3.947487993656143,-1.4156883518673578,0.0
0.0,12,-2.9569127183472736,-1.523285152513291,0.0
0.0,13,-2.088582986938377,-1.403808808272047,0.0
0.0,14,-1.0932133570351195,-1.4226919067801205,0.0
0.0,15,-0.08254291000925579,-1.4961820660204679,0.0
0.0,16,0.9049957318822119,-1.5472894288470624,0.0
0.0,17,2.0615111713608356,-1.4387509920370005,0.0
0.0,18,3.068012667324124,-1.5737744420431083,0.0
0.0,19,3.905141741951245,-1.5279446527329532,0.0
0.0,20,-5.085104208632942,-0.415750382908336,0.0
0.0,21,-4.075245168553517,-0.5931460329831484,0.0
0.0,22,-2.9663519591475884,-0.4778754770400888,0.0
0.0,23,-1.9744267742325925,-0.507208128774101,0.0
0.0,24,-0.9548106227217308,-0.47818135690943453,0.0
0.0,25,-0.03574686508796264,-0.49007966603757447,0.0
0.0,26,1.0414638446588937,-0.47413781331942795,0.0
0.0,27,2.0747943148127694,-0.48873704630553416,0.0
0.0,28,2.9019277622064674,-0.5717765590297305,0.0
0.0,29,3.9916185388725047,-0.5463025878177125,0.0
0.0,30,-4.974543866187054,0.42485014442680274,0.0
0.0,31,-4.059573331435975,0.5442848247865533,0.0
0.0,32,-3.014083142557163,0.41762334312447535,0.0
0.0,33,-1.9403153069176795,0.5524510007642695,0.0
0.0,34,-1.04561702520628,0.5982657377160825,0.0
0.0,35,-0.07940173992357842,0.5367283856607605,0.0
0.0,36,1.0427890865522864,0.5716833074766543,0.0
0.0,37,2.0885255094319155,0.5518750817991102,0.0
0.0,38,3.0074292613079114,0.5558731128043933,0.0
0.0,39,3.9497598119372253,0.5915017949395028,0.0
0.0,40,-5.019258651856944,1.4724610591679415,0.0
0.0,41,-3.9549251519705213,1.4333569138250577,0.0
0.0,42,-2.9255650901624315,1.438310739026942,0.0
0.0,43,-2.0692616078881954,1.4409099954833429,0.0
0.0,44,-1.0366723565930618,1.5033713879625759,0.0
0.0,45,-0.025871161478000837,1.5451887789320302,0.0
0.0,46,0.97261415151551,1.5836904216797285,0.0
0.0,47,1.9679094667596189,1.568737120743122,0.0
0.0,48,3.0150752746941665,1.5699840563477778,0.0
0.0,49,3.9902808919137542,1.4136904216927448,0.0
0.1,0,-5.062420307411337,-2.4954793318311177,0.0
0.1,1,-3.9960781167956143,-2.5132716735527683,0.0
0.1,2,-3.029212702696027,-2.519179824696418,0.0
0.1,3,-1.9525394348649574,-2.5344972190330344,0.0
0.1,4,-1.09302789093773,-2.508401892324926,0.0
0.1,5,0.011292898262139639,-2.5835169229296757,0.0
0.1,6,0.9938058062157377,-2.433932898831828,0.0
0.1,7,2.0288237204702226,-2.4025608671989147,0.0
0.1,8,2.9873757202553826,-2.5056134908829573,0.0
0.1,9,3.980731961634628,-2.5622752176292423,0.0
0.1,10,-5.008668635310203,-1.4088336016360539,0.0
0.1,11,-3.908541658467731,-1.5382814098051245,0.0
0.1,12,-2.889585143316997,-1.4870508981581474,0.0
0.1,13,-2.0729012963315805,-1.459687513447754,0.0
0.1,14,-1.074314438172555,-1.54397157747107,0.0
0.1,15,0.05649054252161001,-1.4563759267578256,0.0
0.1,16,1.0722706254044438,-1.5582137168444758,0.0
0.1,17,1.9705289522387346,-1.586644482620114,0.0
0.1,18,3.003679874060864,-1.5575733981742927,0.0
0.1,19,3.914546215606336,-1.4056786077352266,0.0
0.1,20,-4.9863940556578825,-0.5582906413647021,0.0
0.1,21,-4.033846996446214,-0.42144586734680434,0.0
0.1,22,-2.8935099234526818,-0.43778654977493026,0.0
0.1,23,-2.0552322383662958,-0.517350391284062,0.0
0.1,24,-0.9726481313914698,-0.5284739048462899,0.0
0.1,25,-0.05169195189589233,-0.5067269918583818,0.0
0.1,26,1.0526583912915641,-0.4376907011994685,0.0
0.1,27,2.0688827445539166,-0.542927285287827,0.0
0.1,28,2.9738760621142086,-0.43942785239847826,0.0
0.1,29,3.9869951572353446,-0.4920178558237188,0.0
0.1,30,-5.028124724267151,0.44762035058302596,0.0
0.1,31,-3.917171457439838,0.4743129482001833,0.0
0.1,32,-3.042628083792345,0.39999437916744646,0.0
0.1,33,-2.0141369918353864,0.4514815412724432,0.0
0.1,34,-0.9505582675852153,0.4292404670909824,0.0
0.1,35,0.028842233793422684,0.44073043799816625,0.0
0.1,36,0.980529137238422,0.47072695759451977,0.0
0.1,37,1.9834443063306288,0.5868826124529252,0.0
0.1,38,2.8965460914870773,0.5950128949736132,0.0
0.1,39,4.051868754284206,0.5234189472570882,0.0
0.1,40,-5.012462925811437,1.4212758887821988,0.0
0.1,41,-3.996221164360704,1.4647486793583055,0.0
0.1,42,-3.026343870253665,1.4870730523701243,0.0
0.1,43,-2.052231537457461,1.4158890165821338,0.0
0.1,44,-0.9544594083301177,1.4347016862351287,0.0
0.1,45,-0.06844968909267862,1.5560990188533472,0.0
0.1,46,0.9771629799623714,1.5579440395111226,0.0
0.1,47,2.0561034208755617,1.549215064839312,0.0
0.1,48,2.9315671576608398,1.511276951078136,0.0
0.1,49,3.9073933916964183,1.4851729014208592,0.0
0.2,0,-4.974122334120958,-2.515387152229171,0.0
0.2,1,-3.979800235805604,-2.483856697906713,0.0
0.2,2,-3.0054033648756246,-2.4392424382456386,0.0
0.2,3,-1.9780522479259166,-2.4629298933387274,0.0
0.2,4,-0.9706340506880656,-2.4929259254678686,0.0
0.2,5,0.05290718449234452,-2.451559066903455,0.0
0.2,6,0.9292611739260932,-2.538391714394673,0.0
0.2,7,1.948269236591365,-2.3866851544197014,0.0
0.2,8,3.0267081358386054,-2.3779984623665613,0.0
0.2,9,3.9123875017589227,-2.4073858759559577,0.0
0.2,10,-4.944369976802348,-1.443676078422703,0.0
0.2,11,-3.9090562700822984,-1.4404025838114096,0.0
0.2,12,-2.888818661723384,-1.5485896313340095,0.0
0.2,13,-2.024632697646018,-1.3940216450169323,0.0
0.2,14,-1.0501432815146392,-1.4741029770143639,0.0
0.2,15,-0.08647818091584542,-1.51144423030066,0.0
0.2,16,1.029491504063816,-1.5818761019111711,0.0
0.2,17,2.00914543702401,-1.4614158582434706,0.0
0.2,18,2.8728055313120127,-1.393812074751004,0.0
0.2,19,3.9286939255958706,-1.5365234913665988,0.0
0.2,20,-4.927619637919619,-0.566414569498949,0.0
0.2,21,-3.9555081880734915,-0.41055597732096016,0.0
0.2,22,-3.044793454633006,-0.4393762864534077,0.0
0.2,23,-1.9303592738217932,-0.4716347258545244,0.0
0.2,24,-0.9625325148306042,-0.4433014235589509,0.0
0.2,25,0.0852089760639074,-0.4070777283117386,0.0
0.2,26,0.9229101894136527,-0.5151833093690661,0.0
0.2,27,1.9424705143254273,-0.5945023211133648,0.0
0.2,28,3.041707942214979,-0.40439016587336085,0.0
0.2,29,4.057214059580761,-0.462199816202309,0.0
0.2,30,-4.918797921343341,0.405442894557681,0.0
0.2,31,-4.048089064351221,0.5501799893316592,0.0
0.2,32,-2.949106020836157,0.4968471138502009,0.0
0.2,33,-1.9738432069700176,0.4512866615224274,0.0
0.2,34,-1.0709242735752251,0.5061683629958997,0.0
0.2,35,0.03201771956176877,0.4023111405298204,0.0
0.2,36,1.0358020604323621,0.4267870660355211,0.0
0.2,37,1.9541120860112147,0.49357172210915884,0.0
0.2,38,2.9516021134211563,0.42778186111889405,0.0
0.2,39,4.047939903689635,0.49064214771345577,0.0
0.2,40,-4.869791281303094,1.5546102061439584,0.0
0.2,41,-3.9733460238135097,1.5795231515332953,0.0
0.2,42,-2.995996449114923,1.5294219976410253,0.0
0.2,43,-1.993668513864994,1.4804696991760655,0.0
0.2,44,-0.9502763982478231,1.5231890151851364,0.0
0.2,45,-0.040889661005566305,1.5329980622400312,0.0
0.2,46,0.9453346351468797,1.451705877627024,0.0
0.2,47,2.032312200178919,1.3958637142179378,0.0
0.2,48,2.9277914390544506,1.4305392287220766,0.0
0.2,49,3.980044808072983,1.542513587762196,0.0
0.30000000000000004,0,-4.942890454746162,-2.4389337637377273,0.0
0.30000000000000004,1,-4.011723116472499,-2.365875397707556,0.0
0.30000000000000004,2,-2.906547557939462,-2.4046045671226732,0.0
0.30000000000000004,3,-2.0532002144035983,-2.5468832185440724,0.0
0.30000000000000004,4,-1.0731703686478626,-2.4682856094502688,0.0
0.30000000000000004,5,0.006274402998586864,-2.5031756543367236,0.0
0.30000000000000004,6,1.0639021159859618,-2.5254779077029377,0.0
